,loss,accuracy,val_loss,val_accuracy
0,1.6277036666870117,0.6425975561141968,0.40068453550338745,0.8821218013763428
1,0.4716813862323761,0.866791844367981,0.3603479564189911,0.8919450044631958
2,0.28765642642974854,0.9171916842460632,0.4157155156135559,0.8777014017105103
3,0.1874610185623169,0.9472377300262451,0.4641619026660919,0.8786836862564087
4,0.13990461826324463,0.9610491991043091,0.504073441028595,0.8764734864234924
5,0.1074148565530777,0.9705597162246704,0.610586941242218,0.8585461974143982
6,0.09898094087839127,0.973103940486908,0.5820906162261963,0.8730353713035583
7,0.08401516079902649,0.9777078032493591,0.5926240086555481,0.8671414256095886
8,0.07561762630939484,0.9798279404640198,0.6462424993515015,0.8727898001670837
9,0.07060559093952179,0.9823116064071655,0.6669451594352722,0.866895854473114
