,loss,accuracy,val_loss,val_accuracy
0,2.641345262527466,0.4530407190322876,0.7139685153961182,0.8170432448387146
1,0.9320003390312195,0.7442888617515564,0.47510620951652527,0.8560903668403625
2,0.7058700323104858,0.7970400452613831,0.4337056577205658,0.8664047122001648
3,0.6056684851646423,0.8212969899177551,0.4136832654476166,0.8708251714706421
4,0.5269660353660583,0.8440186977386475,0.43401721119880676,0.8644400835037231
5,0.46592622995376587,0.855563759803772,0.4174530804157257,0.8678781986236572
6,0.42558664083480835,0.8683984279632568,0.42888832092285156,0.8705795407295227
7,0.3943915069103241,0.8825841546058655,0.46767085790634155,0.8597740530967712
8,0.3475419878959656,0.8924711346626282,0.41559407114982605,0.8715618848800659
9,0.32556256651878357,0.8956644535064697,0.450253427028656,0.8678781986236572
10,0.30489689111709595,0.9028494358062744,0.4251686632633209,0.8742632865905762
11,0.2902248203754425,0.9092360734939575,0.4705178141593933,0.865176796913147
12,0.26460757851600647,0.9165438413619995,0.45273035764694214,0.8683693408966064
13,0.23732328414916992,0.9270449280738831,0.46779879927635193,0.8664047122001648
14,0.23043006658554077,0.9306067228317261,0.48875123262405396,0.8639489412307739
15,0.21228887140750885,0.9331245422363281,0.5051464438438416,0.8627210259437561
