,loss,accuracy,val_loss,val_accuracy
0,2.5766427516937256,0.4735526442527771,0.7765260934829712,0.8104680776596069
1,0.8077434301376343,0.7891597151756287,0.5260146856307983,0.8475905060768127
2,0.5357974767684937,0.8496108055114746,0.49812158942222595,0.853585422039032
3,0.3989405333995819,0.8854042291641235,0.48897290229797363,0.853585422039032
4,0.3075297474861145,0.9141526222229004,0.4896843433380127,0.85727459192276
5,0.23791083693504333,0.9331856369972229,0.5108880996704102,0.8598109483718872
6,0.19235989451408386,0.9478438496589661,0.5143175721168518,0.861194372177124
7,0.1490269899368286,0.9598318338394165,0.5732779502868652,0.851740837097168
8,0.12805910408496857,0.9657405614852905,0.5842510461807251,0.8531242609024048
9,0.10841729491949081,0.9719334244728088,0.5727165937423706,0.8609638214111328
10,0.09513748437166214,0.9739219546318054,0.6012316346168518,0.8570440411567688
11,0.08095396310091019,0.978239893913269,0.6290673017501831,0.8524325489997864
