,loss,accuracy,val_loss,val_accuracy
0,3.1523587703704834,0.3456351161003113,1.1369123458862305,0.7271611094474792
1,1.2774304151535034,0.6626136302947998,0.6982522010803223,0.7971512675285339
2,0.9568735361099243,0.729611873626709,0.6016396880149841,0.8224459886550903
3,0.8278304934501648,0.758474588394165,0.5435293912887573,0.8406188488006592
4,0.7253046035766602,0.7858633995056152,0.5471891164779663,0.8330059051513672
5,0.6639171838760376,0.8003561496734619,0.5432859659194946,0.8330059051513672
6,0.6094070672988892,0.814910352230072,0.5420891642570496,0.8357072472572327
7,0.5483360290527344,0.8311225771903992,0.5326340198516846,0.8374263048171997
8,0.5254966616630554,0.8381233215332031,0.5516575574874878,0.8408644199371338
9,0.4875642955303192,0.8523704409599304,0.5249930620193481,0.84012770652771
10,0.45013710856437683,0.860783576965332,0.535224974155426,0.8408644199371338
11,0.42674919962882996,0.8679071664810181,0.5484975576400757,0.8376718759536743
12,0.39873358607292175,0.8758904337882996,0.5752246975898743,0.8317779898643494
13,0.3665434420108795,0.8833210468292236,0.5700609683990479,0.8347249627113342
