,loss,accuracy,val_loss,val_accuracy
0,2.9811880588531494,0.3646242618560791,1.2576513290405273,0.7045666575431824
1,1.1334750652313232,0.7065938115119934,0.8033945560455322,0.7705032825469971
2,0.7413126826286316,0.794879674911499,0.6873778104782104,0.7875116467475891
3,0.5458567142486572,0.8470653295516968,0.6528871059417725,0.7972972989082336
4,0.4035451412200928,0.8881999254226685,0.6446090936660767,0.7958993315696716
5,0.316781610250473,0.9142927527427673,0.6490358710289001,0.7998601794242859
6,0.2427748590707779,0.9355353713035583,0.6639775037765503,0.7945014238357544
7,0.18879228830337524,0.9538310170173645,0.6704782247543335,0.7989282608032227
8,0.1530437022447586,0.9627947211265564,0.7105820775032043,0.7952003479003906
9,0.12937280535697937,0.968565821647644,0.7233176231384277,0.7952003479003906
