,loss,accuracy,val_loss,val_accuracy
0,2.5347096920013428,0.4567802846431732,0.6894209384918213,0.8273575901985168
1,0.9245688319206238,0.7468066811561584,0.48296940326690674,0.8555992245674133
2,0.6751373410224915,0.8082166314125061,0.440952330827713,0.8644400835037231
3,0.5638830661773682,0.8333947658538818,0.42527535557746887,0.865667998790741
4,0.4687729775905609,0.8593711853027344,0.42764782905578613,0.8676326274871826
5,0.4176925718784332,0.8707934021949768,0.4420178532600403,0.8649312257766724
6,0.3581709861755371,0.8925939798355103,0.4512566924095154,0.8659135699272156
7,0.31874752044677734,0.9046916961669922,0.47866570949554443,0.8600196242332458
8,0.2995034158229828,0.9104642868041992,0.47886383533477783,0.8578094244003296
9,0.2593551576137543,0.9186931848526001,0.4554451107978821,0.8681237697601318
10,0.2394842654466629,0.9272906184196472,0.4812958240509033,0.8602652549743652
11,0.22105945646762848,0.9344755411148071,0.5291885137557983,0.8536345958709717
12,0.20746709406375885,0.9387128353118896,0.5620075464248657,0.8501964807510376
13,0.18708522617816925,0.9434413909912109,0.5645437836647034,0.8536345958709717
14,0.1761879026889801,0.9465119242668152,0.5694614052772522,0.8462671637535095
