,loss,accuracy,val_loss,val_accuracy
0,2.8929593563079834,0.3766263425350189,1.1676143407821655,0.7161632180213928
1,1.047440767288208,0.7251860499382019,0.7592960596084595,0.7871800661087036
2,0.7043683528900146,0.8029657602310181,0.644243061542511,0.8100069165229797
3,0.5177836418151855,0.8573944568634033,0.6221917271614075,0.812312662601471
4,0.38915881514549255,0.8915402293205261,0.6229614019393921,0.8166935443878174
5,0.2943825423717499,0.9178455471992493,0.6230862140655518,0.8153101205825806
6,0.22703884541988373,0.940173864364624,0.6339461207389832,0.8185381889343262
7,0.1738027185201645,0.9555138945579529,0.6609420776367188,0.8143877983093262
8,0.14249368011951447,0.9650020003318787,0.6941580176353455,0.8088540434837341
9,0.11409597098827362,0.9721038341522217,0.7113720774650574,0.8146184086799622
10,0.09385550022125244,0.9787511825561523,0.7369272112846375,0.8113903403282166
11,0.07605314254760742,0.9835236668586731,0.750239908695221,0.8088540434837341
