,loss,accuracy,val_loss,val_accuracy
0,2.9783124923706055,0.381853312253952,1.221787929534912,0.6981784701347351
1,1.0564647912979126,0.7155843377113342,0.7119276523590088,0.7924832701683044
2,0.7083668112754822,0.80182945728302,0.637531578540802,0.8083928823471069
3,0.5402945280075073,0.8471109867095947,0.6053622364997864,0.8155406713485718
4,0.4206657111644745,0.8769388198852539,0.595651388168335,0.8261470794677734
5,0.3416202664375305,0.901482880115509,0.6164155602455139,0.8176158666610718
6,0.27727001905441284,0.9228453040122986,0.6299629211425781,0.8215356469154358
7,0.2217584252357483,0.9369354248046875,0.6487516760826111,0.8194604516029358
8,0.18166491389274597,0.9505141973495483,0.6596322059631348,0.8222273588180542
9,0.151261568069458,0.959547758102417,0.6920947432518005,0.8146184086799622
