,loss,accuracy,val_loss,val_accuracy
0,2.8306710720062256,0.3889366388320923,0.9466408491134644,0.7730661630630493
1,1.133170247077942,0.6972004175186157,0.6211994886398315,0.818965494632721
2,0.8525632619857788,0.7565078735351562,0.5930136442184448,0.8138396739959717
3,0.7088311314582825,0.7929150462150574,0.5733766555786133,0.821761429309845
4,0.6297247409820557,0.8139120936393738,0.5719155073165894,0.8257222771644592
5,0.5493401885032654,0.8342952132225037,0.5251118540763855,0.8327119946479797
6,0.4943176805973053,0.849643886089325,0.5500407814979553,0.8238583207130432
7,0.44292184710502625,0.8646242618560791,0.5335478782653809,0.8345759510993958
8,0.41183069348335266,0.876719057559967,0.5415385961532593,0.8320130705833435
9,0.36727800965309143,0.8865422606468201,0.562960684299469,0.8301491141319275
10,0.3389560282230377,0.895014762878418,0.5943703651428223,0.8264212608337402
11,0.3037753701210022,0.9063113927841187,0.5876165628433228,0.8324790596961975
12,0.28501489758491516,0.9118983149528503,0.5777252316474915,0.8280521631240845
