,loss,accuracy,val_loss,val_accuracy
0,3.136566638946533,0.35667556524276733,1.3191936016082764,0.7035854458808899
1,1.1455596685409546,0.7085655331611633,0.7521877884864807,0.7861002087593079
2,0.7734944224357605,0.7861642837524414,0.6660294532775879,0.8055009841918945
3,0.5900433659553528,0.8300217986106873,0.6199144721031189,0.8089390993118286
4,0.4643920958042145,0.8655197620391846,0.6205338835716248,0.8099214434623718
5,0.3871866464614868,0.887024462223053,0.6087323427200317,0.8177799582481384
6,0.31382691860198975,0.9128907322883606,0.6161929368972778,0.8155697584152222
7,0.2578218877315521,0.9288829565048218,0.6334105134010315,0.818025529384613
8,0.2158409208059311,0.9416646361351013,0.6589767336845398,0.8140962719917297
9,0.17477375268936157,0.9536588191986084,0.6687999963760376,0.8136051297187805
10,0.15536682307720184,0.959534764289856,0.7069564461708069,0.8062376976013184
11,0.13483548164367676,0.9631087779998779,0.7048949003219604,0.8121316432952881
12,0.11825311928987503,0.9682577848434448,0.7309166789054871,0.8101670145988464
